county,year_month,year,month,pop_est,adult_pop,democratic_active,republican_active,no_party_active,other_active,total_active,democratic_inactive,republican_inactive,no_party_inactive,other_inactive,total_inactive,grand_total,file_path,libertarian_active,libertarian_inactive,dem_active_pct,rep_active_pct,no_party_active_pct,lib_active_pct,two_party_active_pct,active_pct,inactive_pct,reg_pct,dem_reg_pct,rep_reg_pct,two_party_reg_pct
Crawford,2014-08,2014,8,17156,12738,2637,3156,3427,7,9227,224,159,407,1,791,10018,Voter Registration/data_csv/2014-08.csv,NA,NA,0.26322619285286486,0.3150329407067279,0.34208424835296464,NA,0.5782591335595928,0.9210421241764823,0.07895787582351767,0.7864656932014445,0.22460354843774533,0.26024493641073954,0.48484848484848486
Dallas,2014-08,2014,8,77758,55432,10223,16707,18495,100,45525,1413,1866,3369,6,6654,52179,Voter Registration/data_csv/2014-08.csv,NA,NA,0.19592173096456428,0.32018628183752085,0.3544529408382683,NA,0.5161080128020852,0.8724774334502386,0.1275225665497614,0.9413154856400635,0.20991485062779622,0.33505917159763315,0.5449740222254293
Davis,2014-08,2014,8,8755,6240,1897,1507,1400,2,4806,146,85,220,1,452,5258,Voter Registration/data_csv/2014-08.csv,NA,NA,0.3607835678965386,0.28661087866108786,0.26626093571700266,NA,0.6473944465576265,0.9140357550399392,0.08596424496006086,0.8426282051282051,0.32740384615384616,0.2551282051282051,0.5825320512820513
Decatur,2014-08,2014,8,8216,6402,1501,1612,1533,9,4655,323,239,557,4,1123,5778,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2597784700588439,0.27898926964347526,0.26531671858774664,NA,0.5387677397023192,0.8056420906888196,0.19435790931118033,0.9025304592314901,0.2849109653233365,0.2891283973758201,0.5740393626991566
Delaware,2014-08,2014,8,17397,13208,2554,3859,4937,3,11353,150,150,400,0,700,12053,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2118974529162864,0.32016925246826516,0.4096075665809342,NA,0.5320667053845516,0.941923172654111,0.05807682734588899,0.9125529981829195,0.2047244094488189,0.3035281647486372,0.5082525741974561
Des Moines,2014-08,2014,8,40127,30833,11072,6053,8547,44,25716,957,449,1104,3,2513,28229,Voter Registration/data_csv/2014-08.csv,NA,NA,0.3922207658790605,0.21442488221332673,0.3027737433136137,NA,0.6066456480923872,0.9109780721952602,0.0890219278047398,0.9155450329192748,0.3901339473940259,0.21087795543735607,0.601011902831382
Dickinson,2014-08,2014,8,16845,13597,2383,5132,4428,20,11963,144,205,310,2,661,12624,Voter Registration/data_csv/2014-08.csv,NA,NA,0.18876742712294042,0.40652724968314324,0.35076045627376423,NA,0.5952946768060836,0.9476394169835235,0.05236058301647655,0.9284400970802383,0.1858498198131941,0.3925130543502243,0.5783628741634184
Dubuque,2014-08,2014,8,96544,74167,25012,14938,22407,155,62512,1815,1046,2245,19,5125,67637,Voter Registration/data_csv/2014-08.csv,NA,NA,0.36979759599036033,0.22085544894066858,0.33128317341100283,NA,0.5906530449310289,0.9242278634475213,0.07577213655247868,0.9119554518856096,0.3617107338843421,0.21551363814095217,0.5772243720252943
Emmet,2014-08,2014,8,9830,7680,1969,1638,2808,6,6421,232,159,540,1,932,7353,Voter Registration/data_csv/2014-08.csv,NA,NA,0.267781857745138,0.22276621787025705,0.3818849449204406,NA,0.49054807561539504,0.8732490140078879,0.12675098599211207,0.957421875,0.28658854166666664,0.233984375,0.5205729166666666
Fayette,2014-08,2014,8,20288,16008,3585,3965,4152,29,11731,221,119,308,1,649,12380,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2895799676898223,0.3202746365105008,0.33537964458804526,NA,0.6098546042003231,0.9475767366720517,0.052423263327948305,0.7733633183408296,0.23775612193903048,0.2551224387806097,0.4928785607196402
Floyd,2014-08,2014,8,16008,12326,3150,2605,4753,11,10519,169,127,313,4,613,11132,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2829680201221703,0.2340100610851599,0.4269673014732303,NA,0.5169780812073302,0.9449335249730507,0.055066475026949335,0.9031315917572611,0.2692682135323706,0.22164530261236412,0.4909135161447348
Franklin,2014-08,2014,8,10433,8033,1260,3115,2289,5,6669,96,108,264,1,469,7138,Voter Registration/data_csv/2014-08.csv,NA,NA,0.17652003362286356,0.4363967497898571,0.32067806108153546,NA,0.6129167834127207,0.9342953208181564,0.06570467918184365,0.88858458857214,0.16880368480019917,0.40121996763351175,0.5700236524337109
Fremont,2014-08,2014,8,7029,5473,1153,1999,1622,6,4780,185,305,418,1,909,5689,Voter Registration/data_csv/2014-08.csv,NA,NA,0.20267182281596063,0.35137985586219017,0.2851116189136931,NA,0.5540516786781509,0.840217964492881,0.159782035507119,1.0394664717705098,0.24447286680065777,0.4209756988854376,0.6654485656860953
Greene,2014-08,2014,8,9127,7006,1825,2124,2265,8,6222,126,134,287,2,549,6771,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2695318269088761,0.3136907399202481,0.334514842711564,NA,0.5832225668291242,0.918918918918919,0.08108108108108109,0.9664573222951756,0.27847559234941477,0.32229517556380244,0.6007707679132173
Grundy,2014-08,2014,8,12388,9486,1428,4051,2979,13,8471,71,154,253,4,482,8953,Voter Registration/data_csv/2014-08.csv,NA,NA,0.1594996090695856,0.45247403105104433,0.33273762984474475,NA,0.6119736401206299,0.9461632972188093,0.05383670278119066,0.9438119333755007,0.15802234872443602,0.44328484081804764,0.6013071895424836
Guthrie,2014-08,2014,8,10690,8284,1775,2699,2824,17,7315,133,158,323,1,615,7930,Voter Registration/data_csv/2014-08.csv,NA,NA,0.22383354350567466,0.3403530895334174,0.3561160151324086,NA,0.5641866330390921,0.9224464060529635,0.07755359394703656,0.9572670207629165,0.23032351521004346,0.34488169966199905,0.5752052148720426
Hamilton,2014-08,2014,8,15222,11683,2585,3530,3764,15,9894,208,231,501,1,941,10835,Voter Registration/data_csv/2014-08.csv,NA,NA,0.23857868020304568,0.32579603137978774,0.3473927088140286,NA,0.5643747115828335,0.9131518227964929,0.08684817720350715,0.9274159034494565,0.2390653085680048,0.3219207395360781,0.5609860481040829
Hancock,2014-08,2014,8,11043,8535,1486,3235,2767,4,7492,122,141,261,1,525,8017,Voter Registration/data_csv/2014-08.csv,NA,NA,0.18535611824872147,0.403517525258825,0.3451415741549208,NA,0.5888736435075465,0.934514157415492,0.06548584258450792,0.9393087287639132,0.1884007029876977,0.3955477445811365,0.5839484475688342
Hardin,2014-08,2014,8,17338,13649,2535,4634,3826,15,11010,319,275,584,0,1178,12188,Voter Registration/data_csv/2014-08.csv,NA,NA,0.20799146701673776,0.3802100426649163,0.3139153265507056,NA,0.5882015096816541,0.9033475549721037,0.09665244502789629,0.8929591911495348,0.20909956773389993,0.35966004835519083,0.5687596160890908
Harrison,2014-08,2014,8,14268,11010,2092,3584,2190,22,7888,34,32,37,0,103,7991,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2617945188336879,0.4485045676385934,0.27405831560505567,NA,0.7102990864722813,0.9871104993117257,0.012889500688274309,0.725794732061762,0.19309718437783832,0.3284287011807448,0.5215258855585831
Henry,2014-08,2014,8,19846,15362,2795,5211,4837,17,12860,336,295,605,2,1238,14098,Voter Registration/data_csv/2014-08.csv,NA,NA,0.19825507164136758,0.3696268974322599,0.34309831181727907,NA,0.5678819690736274,0.9121861256915874,0.08781387430841255,0.9177190469990887,0.2038146074729853,0.3584168728030204,0.5622314802760058
Howard,2014-08,2014,8,9357,7010,1801,1419,2536,4,5760,117,78,267,0,462,6222,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2894567663130826,0.22806171648987464,0.4075859852137576,NA,0.5175184828029572,0.9257473481195757,0.0742526518804243,0.8875891583452211,0.27360912981455066,0.21355206847360914,0.4871611982881598
Humboldt,2014-08,2014,8,9641,7429,1297,2645,2391,1,6334,122,134,338,1,595,6929,Voter Registration/data_csv/2014-08.csv,NA,NA,0.18718429787848173,0.38172896521864624,0.34507143888006925,NA,0.568913263097128,0.9141290229470342,0.0858709770529658,0.9326961906043882,0.19100821106474627,0.37407457262081034,0.5650827836855566
Ida,2014-08,2014,8,6971,5310,853,2202,1773,8,4836,58,126,202,0,386,5222,Voter Registration/data_csv/2014-08.csv,NA,NA,0.16334737648410572,0.4216775181922635,0.3395250861738797,NA,0.5850248946763692,0.9260819609345079,0.07391803906549214,0.9834274952919021,0.17156308851224106,0.4384180790960452,0.6099811676082862
Iowa,2014-08,2014,8,16325,12495,2648,3840,4764,10,11262,185,209,433,1,828,12090,Voter Registration/data_csv/2014-08.csv,NA,NA,0.21902398676592225,0.3176178660049628,0.3940446650124069,NA,0.536641852770885,0.9315136476426799,0.0684863523573201,0.9675870348139256,0.22673069227691076,0.3240496198479392,0.5507803121248499
Jackson,2014-08,2014,8,19430,15071,5363,2813,5512,16,13704,380,175,659,2,1216,14920,Voter Registration/data_csv/2014-08.csv,NA,NA,0.35945040214477214,0.18853887399463806,0.36943699731903484,NA,0.5479892761394102,0.9184986595174263,0.08150134048257372,0.9899807577466658,0.38106296861522126,0.19826156194014996,0.5793245305553713
Jasper,2014-08,2014,8,36891,28541,8203,7066,7998,29,23296,1016,738,1579,4,3337,26633,Voter Registration/data_csv/2014-08.csv,NA,NA,0.3080013517065295,0.2653099538166936,0.300304133969136,NA,0.5733113055232231,0.8747043141966733,0.1252956858033267,0.9331488034757016,0.32300900458988824,0.2734312042325076,0.5964402088223959
Jefferson,2014-08,2014,8,17795,14908,3363,3425,3344,63,10195,426,298,755,9,1488,11683,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2878541470512711,0.2931610031669948,0.2862278524351622,NA,0.5810151502182659,0.8726354532226311,0.12736454677736883,0.7836731955996781,0.2541588408907969,0.24973168768446471,0.5038905285752616
Johnson,2014-08,2014,8,142874,113780,38430,18246,30842,461,87979,8020,3607,8749,111,20487,108466,Voter Registration/data_csv/2014-08.csv,NA,NA,0.35430457470543764,0.1682186122840337,0.2843471686980252,NA,0.5225231869894713,0.8111205354673354,0.1888794645326646,0.9532958340657409,0.40824397960977327,0.19206363156969591,0.6003076111794692
Jones,2014-08,2014,8,20553,16099,3356,3719,5833,16,12924,191,159,478,0,828,13752,Voter Registration/data_csv/2014-08.csv,NA,NA,0.24403723094822571,0.27043339150668994,0.4241564863292612,NA,0.5144706224549156,0.9397905759162304,0.060209424083769635,0.8542145474874215,0.2203242437418473,0.240884526989254,0.46120877073110134
Keokuk,2014-08,2014,8,10282,7905,2087,2294,2297,3,6681,158,102,288,1,549,7230,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2886583679114799,0.3172890733056708,0.3177040110650069,NA,0.6059474412171507,0.9240663900414938,0.07593360995850622,0.9146110056925996,0.2839974699557242,0.30309930423782416,0.5870967741935484
Kossuth,2014-08,2014,8,15221,11897,3320,3400,4217,8,10945,173,148,469,1,791,11736,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2828902522154056,0.2897068847989093,0.3593217450579414,NA,0.5725971370143149,0.9326005453306067,0.06739945466939332,0.9864671765991426,0.29360342943599227,0.2982264436412541,0.5918298730772464
Lee,2014-08,2014,8,35077,27482,9731,4018,7998,41,21788,734,337,1018,1,2090,23878,Voter Registration/data_csv/2014-08.csv,NA,NA,0.4075299438813971,0.1682720495853924,0.33495267610352625,NA,0.5758019934667895,0.912471731300779,0.08752826869922103,0.8688596172039881,0.38079470198675497,0.1584673604541154,0.5392620624408704
Linn,2014-08,2014,8,218223,166224,49483,37859,51638,484,139464,4941,2978,5780,38,13737,153201,Voter Registration/data_csv/2014-08.csv,NA,NA,0.3229939752351486,0.24711979686816665,0.33706046305180776,NA,0.5701137721033153,0.9103334834629017,0.08966651653709833,0.9216539127923765,0.3274136105496198,0.24567451150255076,0.5730881220521706
Louisa,2014-08,2014,8,11254,8593,1694,2379,2437,8,6518,257,152,488,0,897,7415,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2284558327714093,0.3208361429534727,0.328658125421443,NA,0.549291975724882,0.8790289952798381,0.12097100472016184,0.8629116722914,0.22704526940532993,0.2945420691260328,0.5215873385313627
Lucas,2014-08,2014,8,8633,6615,1343,2213,1918,3,5477,126,134,296,0,556,6033,Voter Registration/data_csv/2014-08.csv,NA,NA,0.22260898392176362,0.3668158461793469,0.31791811702303996,NA,0.5894248301011106,0.9078402121664181,0.09215978783358196,0.9120181405895692,0.2220710506424792,0.3547996976568405,0.5768707482993197
Lyon,2014-08,2014,8,11709,8412,856,5390,1633,3,7882,109,224,266,0,599,8481,Voter Registration/data_csv/2014-08.csv,NA,NA,0.10093149392760288,0.6355382619974059,0.19254804857917698,NA,0.7364697559250089,0.9293715363754275,0.07062846362457258,1.0082025677603423,0.114717070851165,0.6673799334284356,0.7820970042796006
Madison,2014-08,2014,8,15620,11529,2746,3933,3716,18,10413,216,262,464,0,942,11355,Voter Registration/data_csv/2014-08.csv,NA,NA,0.24183179216204315,0.3463672391017173,0.32725671510347865,NA,0.5881990312637604,0.9170409511228533,0.08295904887714663,0.9849076242518865,0.256917338884552,0.36386503599618353,0.6207823748807355
Mahaska,2014-08,2014,8,22466,17122,2974,5944,4875,28,13821,404,419,786,3,1612,15433,Voter Registration/data_csv/2014-08.csv,NA,NA,0.19270394608954838,0.3851487073154928,0.31588155251733296,NA,0.5778526534050412,0.8955484999676019,0.10445150003239811,0.9013549818946385,0.19729003621072305,0.37162714636140637,0.5689171825721294
Marion,2014-08,2014,8,33280,25235,5294,9114,7493,28,21929,722,741,1228,2,2693,24622,Voter Registration/data_csv/2014-08.csv,NA,NA,0.21501096580294046,0.37015677036796363,0.3043213386402404,NA,0.5851677361709041,0.8906262691901552,0.10937373080984486,0.9757083415890628,0.23839904893996433,0.3905290271448385,0.6289280760848028
Marshall,2014-08,2014,8,40712,30458,7115,7479,8979,22,23595,735,584,1155,2,2476,26071,Voter Registration/data_csv/2014-08.csv,NA,NA,0.27290859575773846,0.2868704691036017,0.34440566146292817,NA,0.5597790648613401,0.9050285758122051,0.09497142418779486,0.8559655919627027,0.25773195876288657,0.2647251953509751,0.5224571541138616
Mills,2014-08,2014,8,14763,11228,1874,4802,2966,20,9662,210,312,468,1,991,10653,Voter Registration/data_csv/2014-08.csv,NA,NA,0.17591288838824745,0.45076504271097345,0.27841922463155916,NA,0.6266779310992209,0.9069745611564818,0.09302543884351826,0.9487887424296402,0.1856074100463128,0.45546847167794796,0.6410758817242608
Mitchell,2014-08,2014,8,10694,8105,1741,2485,2687,11,6924,111,106,203,0,420,7344,Voter Registration/data_csv/2014-08.csv,NA,NA,0.23706427015250545,0.3383714596949891,0.3658769063180828,NA,0.5754357298474946,0.9428104575163399,0.05718954248366013,0.9061073411474398,0.2285009253547193,0.31967921036397284,0.5481801357186922
Monona,2014-08,2014,8,8898,6982,1940,1849,2327,6,6122,145,142,224,1,512,6634,Voter Registration/data_csv/2014-08.csv,NA,NA,0.29243292131444076,0.27871570696412423,0.35076876695809467,NA,0.5711486282785649,0.9228218269520652,0.07717817304793488,0.9501575479805213,0.2986250358063592,0.2851618447436265,0.5837868805499857
Monroe,2014-08,2014,8,7952,6060,1668,1497,1527,6,4698,97,72,145,2,316,5014,Voter Registration/data_csv/2014-08.csv,NA,NA,0.33266852812126047,0.2985640207419226,0.3045472676505784,NA,0.6312325488631831,0.9369764658954927,0.06302353410450738,0.8273927392739274,0.29125412541254125,0.2589108910891089,0.5501650165016502
Montgomery,2014-08,2014,8,10386,7996,982,3756,2033,5,6776,158,293,422,0,873,7649,Voter Registration/data_csv/2014-08.csv,NA,NA,0.12838279513661915,0.4910445809909792,0.2657863773042228,NA,0.6194273761275984,0.8858674336514577,0.1141325663485423,0.9566033016508254,0.1425712856428214,0.5063781890945472,0.6489494747373686
Muscatine,2014-08,2014,8,43032,32069,7568,8017,10342,38,25965,849,773,1517,1,3140,29105,Voter Registration/data_csv/2014-08.csv,NA,NA,0.26002405085036934,0.2754509534444254,0.35533413502834565,NA,0.5354750042947947,0.8921147569146195,0.10788524308538051,0.9075742929308678,0.2624653091770869,0.2740964794661511,0.536561788643238
O'Brien,2014-08,2014,8,14045,10740,1303,5334,2668,11,9316,167,274,444,0,885,10201,Voter Registration/data_csv/2014-08.csv,NA,NA,0.1277325752377218,0.5228899127536516,0.2615429859817665,NA,0.6506224879913733,0.9132437996274875,0.0867562003725125,0.9498137802607076,0.13687150837988826,0.5221601489757914,0.6590316573556797
Osceola,2014-08,2014,8,6231,4777,503,2546,1068,4,4121,62,146,242,0,450,4571,Voter Registration/data_csv/2014-08.csv,NA,NA,0.1100415663968497,0.5569897177860424,0.23364690439728725,NA,0.6670312841828921,0.9015532706191205,0.09844672938087946,0.95687670085827925,0.11827506803433117,0.5635335984927778,0.681808666527109
Page,2014-08,2014,8,15487,12322,1519,4228,3266,9,9022,248,354,760,4,1366,10388,Voter Registration/data_csv/2014-08.csv,NA,NA,0.14622641509433962,0.40700808625336926,0.3144012321909896,NA,0.5532345013477089,0.8685021178282634,0.1314978821717366,0.8430449602337283,0.14340204512254504,0.3718552183087161,0.5152572634312611
Palo Alto,2014-08,2014,8,9120,7103,2283,1569,2126,6,5984,199,123,337,0,659,6643,Voter Registration/data_csv/2014-08.csv,NA,NA,0.34367002860153545,0.2361884690651814,0.32003612825530636,NA,0.5798584976667168,0.9007978323046816,0.09920216769531838,0.9352386315641278,0.3494298183865972,0.23820920737716458,0.5876390257637618
Plymouth,2014-08,2014,8,24918,18649,3101,7750,5439,23,16313,317,450,660,3,1430,17743,Voter Registration/data_csv/2014-08.csv,NA,NA,0.1747731499746379,0.43679197429972383,0.3065434255762836,NA,0.6115651242743617,0.9194048357098574,0.08059516429014259,0.9514183066116145,0.18328060485816933,0.4397018606895812,0.6229824655477505
Pocahontas,2014-08,2014,8,7099,5488,1080,1690,2235,17,5022,101,116,322,0,539,5561,Voter Registration/data_csv/2014-08.csv,NA,NA,0.19420967451897142,0.3039021758676497,0.4019061319906492,NA,0.49811185038662115,0.903074986513217,0.09692501348678295,1.013301749271137,0.21519679300291544,0.32908163265306123,0.5442784256559767
Polk,2014-08,2014,8,461069,344634,101457,81490,80788,903,264638,6046,3934,6433,66,16479,281117,Voter Registration/data_csv/2014-08.csv,NA,NA,0.36090666875357946,0.2898793029236937,0.2873821220345977,NA,0.6507859716772731,0.9413802793854517,0.05861972061454839,0.8156972324262841,0.3119338196463495,0.24786875351822513,0.5598025731645746
Pottawattamie,2014-08,2014,8,93332,71221,15560,20756,18938,160,55414,2074,1546,2819,18,6457,61871,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2514910054791421,0.3354721921417142,0.3060884744064263,NA,0.5869631976208562,0.8956376977905642,0.10436230220943576,0.8687184959492285,0.2475955125594979,0.31313797896687773,0.5607334915263756
Poweshiek,2014-08,2014,8,18624,14863,3576,3703,5062,28,12369,1200,162,688,4,2054,14423,Voter Registration/data_csv/2014-08.csv,NA,NA,0.24793732233238577,0.25674270262774734,0.3509672051584275,NA,0.5046800249601331,0.857588573805727,0.14241142619427305,0.9703962860795263,0.32133485837314135,0.2600417143241607,0.581376572697302
Ringgold,2014-08,2014,8,4961,3795,884,1476,724,2,3086,32,37,60,0,129,3215,Voter Registration/data_csv/2014-08.csv,NA,NA,0.2749611197511664,0.45909797822706067,0.22519440124416795,NA,0.7340590979782271,0.9598755832037325,0.0401244167962675,0.847167325428195,0.24137022397891963,0.3986824769433465,0.6400527009222662
