County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,889,2133,1582,23,4627,122,203,445,9,779,5406
Adams,487,1086,822,10,2405,53,84,257,0,394,2799
Allamakee,1944,3948,2327,38,8257,297,420,758,12,1487,9744
Appanoose,1699,3261,2271,57,7288,380,381,777,11,1549,8837
Audubon,880,1840,924,18,3662,98,186,282,4,570,4232
Benton,3765,5972,6054,116,15907,484,498,1486,31,2499,18406
Black Hawk,27762,20262,23193,595,71812,5597,2645,7077,212,15531,87343
Boone,4859,6109,5644,123,16735,638,669,1736,48,3091,19826
Bremer,3944,5307,6171,89,15511,585,499,1340,24,2448,17959
Buchanan,3347,3612,4996,61,12016,345,307,1365,15,2032,14048
Buena Vista,2490,3915,2960,70,9435,785,568,1313,22,2688,12123
Butler,1706,4432,2632,58,8828,195,358,762,11,1326,10154
Calhoun,1129,2684,1997,39,5849,157,225,480,15,877,6726
Carroll,3080,4923,4636,86,12725,421,498,1115,23,2057,14782
Cass,1437,4273,2317,48,8075,221,530,750,18,1519,9594
Cedar,3044,4208,3877,83,11212,338,366,857,27,1588,12800
Cerro Gordo,8000,7859,9874,162,25895,1249,975,2973,48,5245,31140
Cherokee,1216,3937,1804,27,6984,230,335,731,9,1305,8289
Chickasaw,2063,2590,2425,36,7114,250,204,723,12,1189,8303
Clarke,1244,2164,1601,34,5043,229,255,569,18,1071,6114
Clay,1878,5157,2791,84,9910,316,593,997,20,1926,11836
Clayton,2880,3891,3763,76,10610,333,376,793,16,1518,12128
Clinton,8543,8768,10015,177,27503,1630,938,3453,77,6098,33601
Crawford,1972,3481,2714,57,8224,507,390,922,22,1841,10065
Dallas,17672,21184,21010,501,60367,2419,2581,4995,168,10163,70530
Davis,1276,1996,1118,19,4409,158,219,319,12,708,5117
Decatur,1035,1828,1208,22,4093,287,225,325,15,852,4945
Delaware,2291,4574,4006,48,10919,267,302,710,17,1296,12215
Des Moines,8395,6876,6781,183,22235,1835,971,2571,60,5437,27672
Dickinson,2474,6147,3660,87,12368,385,680,985,32,2082,14450
Dubuque,23557,18181,17419,481,59638,3678,2236,4920,165,10999,70637
