County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Ida,549,2204,1154,10,3917,67,210,337,9,623,4540
Iowa,2074,4640,3436,71,10221,269,414,893,12,1588,11809
Jackson,3139,4810,3581,54,11584,424,404,1104,16,1948,13532
Jasper,5672,8935,6532,143,21282,844,916,2067,43,3870,25152
Jefferson,3085,3347,2239,84,8755,557,374,806,30,1767,10522
Johnson,42435,17408,29442,766,90051,8813,2879,9543,272,21507,111558
Jones,2482,4762,4345,56,11645,283,432,1047,23,1785,13430
Keokuk,1017,2929,1425,32,5403,168,308,416,12,904,6307
Kossuth,1728,4641,2462,59,8890,239,453,769,20,1481,10371
Lee,5482,6198,5446,123,17249,958,778,1951,50,3737,20986
Linn,46288,38730,43871,1327,130216,7690,4615,12410,454,25169,155385
Louisa,1085,2590,1809,36,5520,249,332,643,12,1236,6756
Lucas,829,2716,1325,30,4900,127,304,405,5,841,5741
Lyon,525,6021,912,16,7474,119,514,333,7,973,8447
Madison,2068,5101,3230,93,10492,262,519,857,22,1660,12152
Mahaska,1731,6593,3023,96,11443,354,765,931,41,2091,13534
Marion,3837,10544,6297,139,20817,610,1063,1868,42,3583,24400
Marshall,5350,7323,5741,133,18547,1184,761,2067,54,4066,22613
Mills,1525,5324,1886,127,8862,363,852,841,47,2103,10965
Mitchell,1242,2806,1959,36,6043,227,316,554,21,1118,7161
Monona,1045,2618,1263,44,4970,183,307,378,12,880,5850
Monroe,837,2338,1241,24,4440,113,253,334,7,707,5147
Montgomery,862,3213,1237,40,5352,167,414,592,18,1191,6543
Muscatine,5658,8092,7424,200,21374,1287,1079,2557,83,5006,26380
O'Brien,878,5474,1536,53,7941,181,505,495,21,1202,9143
Osceola,298,2352,728,13,3391,63,228,254,5,550,3941
Page,1093,5118,1690,58,7959,272,731,785,19,1807,9766
Palo Alto,1334,2423,1453,36,5246,171,224,407,9,811,6057
Plymouth,2197,8585,4132,76,14990,422,874,1045,32,2373,17363
Pocahontas,598,2141,1067,36,3842,119,236,319,14,688,4530
Polk,102481,81860,83115,2651,270107,18797,10114,24276,840,54027,324134
Pottawattamie,12174,21805,13358,569,47906,2754,3425,5158,261,11598,59504
Poweshiek,2835,3857,3920,56,10668,879,371,1091,23,2364,13032
Ringgold,433,1837,518,12,2800,57,179,130,4,370,3170
Sac,794,3449,1611,22,5876,117,324,488,9,938,6814
Scott,29005,32199,34274,880,96358,6317,4212,12072,316,22917,119275
Shelby,1233,3937,1757,39,6966,217,501,613,25,1356,8322
Sioux,1421,15159,3413,77,20070,363,1320,1249,23,2955,23025
Story,16510,15760,19327,538,52135,3826,2453,5987,230,12496,64631
Tama,2123,4033,2767,51,8974,372,357,885,20,1634,10608
Taylor,433,1955,746,28,3162,86,273,237,11,607,3769
Union,1154,3194,2023,38,6409,172,306,779,16,1273,7682
Van Buren,525,2292,1000,28,3845,98,223,379,12,712,4557
Wapello,4586,6061,4752,111,15510,1031,904,1899,58,3892,19402
Warren,8891,14440,10677,280,34288,1154,1454,2511,83,5202,39490
Washington,2666,5947,3671,88,12372,381,632,1091,32,2136,14508
Wayne,474,2013,757,24,3268,93,192,223,3,511,3779
Webster,4516,8285,5168,147,18116,1033,1086,2132,58,4309,22425
Winnebago,1212,2850,1945,34,6041,210,330,749,10,1299,7340
Winneshiek,3658,4654,4330,55,12697,573,273,854,16,1716,14413
Woodbury,12159,20118,13079,418,45774,3550,3160,6394,169,13273,59047
Worth,976,2111,1390,30,4507,140,193,385,8,726,5233
Wright,1162,3220,1730,43,6155,210,367,630,9,1216,7371
Totals,"503,259","694,599","551,236","14,524","1,763,618","93,276","80,533","170,715","5,055","349,579","2,113,197"
