County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Mitchell,1240,2822,1977,36,6075,218,295,541,21,1075,7150
Monona,1028,2640,1299,47,5014,177,289,363,12,841,5855
Monroe,829,2362,1298,25,4514,107,239,320,7,673,5187
Montgomery,857,3203,1261,41,5362,160,403,584,18,1165,6527
Muscatine,5640,8115,7820,200,21775,1248,1040,2493,82,4863,26638
O'Brien,869,5502,1589,53,8013,175,487,488,20,1170,9183
Osceola,307,2368,776,12,3463,60,211,245,5,521,3984
Page,1110,5161,1779,58,8108,263,718,781,19,1781,9889
Palo Alto,1331,2437,1489,36,5293,164,207,392,9,772,6065
Plymouth,2195,8632,4263,79,15169,405,838,1004,30,2277,17446
Pocahontas,596,2156,1107,35,3894,110,224,308,13,655,4549
Polk,102396,82283,86399,2677,273755,18382,9823,23816,828,52849,326604
Pottawattamie,12232,22013,14048,582,48875,2668,3327,5020,259,11274,60149
Poweshiek,2858,3881,4068,55,10862,860,354,1058,23,2295,13157
Ringgold,433,1845,522,13,2813,55,172,125,2,354,3167
Sac,793,3482,1677,24,5976,112,314,472,8,906,6882
Scott,29103,32522,36108,889,98622,6114,4066,11795,313,22288,120910
Shelby,1236,3964,1809,42,7051,206,487,601,23,1317,8368
Sioux,1435,15239,3657,76,20407,352,1251,1212,21,2836,23243
Story,16513,15770,19801,524,52608,3770,2404,5925,225,12324,64932
Tama,2111,4019,2800,55,8985,354,343,860,19,1576,10561
Taylor,436,1962,767,30,3195,77,265,232,11,585,3780
Union,1158,3199,2148,37,6542,164,300,744,16,1224,7766
Van Buren,522,2286,1033,28,3869,95,217,368,12,692,4561
Wapello,4534,6123,4922,116,15695,994,868,1850,58,3770,19465
Warren,8905,14581,11103,288,34877,1095,1392,2415,80,4982,39859
Washington,2661,5998,3776,95,12530,366,599,1061,31,2057,14587
Wayne,470,2004,765,23,3262,90,182,219,3,494,3756
Webster,4590,8529,5739,150,19008,991,1045,2080,58,4174,23182
Winnebago,1196,2855,2046,37,6134,205,319,725,9,1258,7392
Winneshiek,3653,4676,4496,54,12879,560,267,831,15,1673,14552
Woodbury,12213,20283,13836,417,46749,3408,3038,6225,165,12836,59585
Worth,968,2110,1415,31,4524,134,184,377,8,703,5227
Wright,1150,3194,1783,43,6170,199,349,608,9,1165,7335
Totals,"502,946","699,279","574,355","14,691","1,791,271","90,333","77,500","166,185","4,919","338,937","2,130,208"
