County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,735,2225,1380,25,4365,101,219,410,11,741,5106
Adams,373,1151,772,9,2305,52,105,240,1,398,2703
Allamakee,1515,4285,2127,44,7971,278,492,848,18,1636,9607
Appanoose,1321,3584,2039,47,6991,237,395,662,14,1308,8299
Audubon,732,1849,868,23,3472,81,136,205,10,432,3904
Benton,3060,6716,5723,92,15591,352,534,1290,36,2212,17803
Black Hawk,23232,20925,22122,620,66899,4754,2335,6604,193,13886,80785
Boone,4074,6424,6133,122,16753,485,631,1427,35,2578,19331
Bremer,3401,5826,6285,85,15597,416,456,1161,18,2051,17648
Buchanan,2804,4140,4696,65,11705,325,349,1085,18,1777,13482
Buena Vista,1907,3841,2444,56,8248,671,624,1077,22,2394,10642
Butler,1440,4592,2598,50,8680,168,356,574,18,1116,9796
Calhoun,841,2940,1734,37,5552,145,288,411,5,849,6401
Carroll,2376,5596,4289,111,12372,322,517,915,25,1779,14151
Cass,1167,4383,2035,47,7632,183,434,633,15,1265,8897
Cedar,2654,4681,3919,86,11340,306,359,796,24,1485,12825
Cerro Gordo,6788,9052,8723,182,24745,1082,940,2593,59,4674,29419
Cherokee,899,4083,1575,40,6597,179,319,530,8,1036,7633
Chickasaw,1599,2862,2272,28,6761,166,225,505,8,904,7665
Clarke,958,2389,1343,43,4733,190,231,492,16,929,5662
Clay,1522,5273,2499,84,9378,277,599,747,26,1649,11027
Clayton,2182,4933,3029,58,10202,319,469,709,22,1519,11721
Clinton,6790,9485,9792,181,26248,1125,1016,3212,69,5422,31670
Crawford,1391,3731,1974,42,7138,420,488,824,25,1757,8895
Dallas,18238,24614,24343,574,67769,2329,2510,5320,134,10293,78062
Davis,825,2503,886,23,4237,113,212,297,9,631,4868
Decatur,737,2107,991,28,3863,185,233,324,9,751,4614
Delaware,1968,4903,3934,55,10860,181,344,727,10,1262,12122
Des Moines,6511,7234,6980,194,20919,1223,906,2386,55,4570,25489
Dickinson,2104,6584,3634,85,12407,312,702,847,32,1893,14300
Dubuque,19923,19990,16833,492,57238,3041,2194,5167,180,10582,67820
Emmet,1073,2443,1703,28,5247,179,249,494,10,932,6179
Fayette,2302,4790,3440,66,10598,354,392,769,17,1532,12130
Floyd,1979,3022,3343,38,8382,334,294,885,20,1533,9915
Franklin,890,2844,1499,28,5261,146,235,513,8,902,6163
Fremont,655,2505,904,32,4096,108,317,304,16,745,4841
Greene,1093,2531,1606,43,5273,167,274,372,18,831,6104
Grundy,1218,4250,2257,56,7781,151,327,470,14,962,8743
Guthrie,1311,3303,2394,51,7059,147,262,526,12,947,8006
Hamilton,1629,4157,2397,43,8226,268,379,709,12,1368,9594
Hancock,1032,3578,1696,51,6357,171,321,506,12,1010,7367
Hardin,1850,4719,2538,63,9170,293,521,720,20,1554,10724
Harrison,1490,4669,2072,87,8318,208,436,438,21,1103,9421
Henry,1965,4983,3318,69,10335,299,583,1074,34,1990,12325
Howard,1182,1806,2281,24,5293,112,158,499,7,776,6069
Humboldt,783,2845,1808,37,5473,126,285,495,4,910,6383
Ida,550,2224,1184,12,3970,65,200,319,9,593,4563
Iowa,2051,4647,3570,71,10339,254,402,865,12,1533,11872
Jackson,3101,4827,3756,55,11739,405,385,1063,15,1868,13607
Jasper,5636,8982,6672,143,21433,803,900,2022,43,3768,25201
Jefferson,3099,3340,2326,89,8854,537,360,780,29,1706,10560
Johnson,42583,17496,30778,761,91618,8668,2815,9342,267,21092,112710
Jones,2467,4763,4475,54,11759,268,418,1016,23,1725,13484
Keokuk,1012,2961,1446,32,5451,166,291,408,10,875,6326
Kossuth,1721,4630,2543,62,8956,233,439,754,20,1446,10402
Lee,5417,6218,5685,125,17445,925,752,1896,48,3621,21066
Linn,46234,38983,45913,1341,132471,7441,4476,12087,438,24442,156913
Louisa,1097,2601,1874,36,5608,239,322,627,11,1199,6807
Lucas,826,2732,1370,32,4960,125,291,394,5,815,5775
Lyon,521,6088,951,16,7576,117,496,326,7,946,8522
Madison,2066,5137,3377,99,10679,255,496,833,22,1606,12285
Mahaska,1735,6652,3256,96,11739,332,724,906,38,2000,13739
Marion,3848,10658,6540,143,21189,587,1021,1791,41,3440,24629
Marshall,5350,7363,6057,141,18911,1144,715,2005,54,3918,22829
Mills,1545,5415,1978,131,9069,350,829,821,45,2045,11114
