County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,1031,2259,1896,26,5212,24,60,96,3,183,5395
Adams,541,1161,989,13,2704,21,23,71,1,116,2820
Allamakee,2259,4286,2854,46,9445,68,97,148,3,316,9761
Appanoose,2114,3494,2697,56,8361,88,100,165,3,356,8717
Audubon,1000,2000,1126,17,4143,21,40,64,1,126,4269
Benton,4296,6344,6929,136,17705,106,139,268,8,521,18226
Black Hawk,33105,22607,27175,755,83642,1381,848,1606,59,3894,87536
Boone,5562,6614,6541,161,18878,176,208,436,15,835,19713
Bremer,4568,5731,6987,104,17390,130,141,288,7,566,17956
Buchanan,3757,3855,5881,66,13559,78,75,233,4,390,13949
Buena Vista,3136,4299,4011,82,11528,158,148,222,2,530,12058
Butler,1925,4768,3155,57,9905,45,88,133,2,268,10173
Calhoun,1304,2877,2337,47,6565,39,58,72,5,174,6739
Carroll,3615,5198,5465,92,14370,87,107,147,4,345,14715
Cass,1663,4748,2783,61,9255,48,126,136,1,311,9566
Cedar,3435,4570,4487,101,12593,90,100,180,10,380,12973
Cerro Gordo,9265,8548,11767,197,29777,307,323,739,10,1379,31156
Cherokee,1429,4260,2239,35,7963,91,110,202,2,405,8368
Chickasaw,2353,2755,2985,45,8138,58,47,115,2,222,8360
Clarke,1493,2390,1998,53,5934,43,72,115,2,232,6166
Clay,2166,5593,3421,78,11258,82,183,235,7,507,11765
Clayton,3240,4127,4283,77,11727,81,83,121,2,287,12014
Clinton,10157,9459,12072,226,31914,451,306,825,10,1592,33506
Crawford,2479,3782,3348,68,9677,80,81,166,3,330,10007
Dallas,19315,22676,22288,609,64888,869,1014,1537,47,3467,68355
Davis,1463,2145,1299,25,4932,44,69,69,3,185,5117
Decatur,1287,2026,1405,35,4753,85,58,82,2,227,4980
Delaware,2589,4789,4459,59,11896,48,83,156,5,292,12188
Des Moines,10272,7625,8508,216,26621,388,284,468,16,1156,27777
Dickinson,2841,6462,4170,100,13573,117,222,263,9,611,14184
Dubuque,26848,19736,19787,589,66960,1147,782,1389,32,3350,70310
Emmet,1681,2097,2417,38,6233,105,128,258,0,491,6724
Fayette,3514,4494,4213,80,12301,85,89,173,5,352,12653
Floyd,2926,3032,4415,73,10446,196,123,326,6,651,11097
Franklin,1302,3087,1962,39,6390,40,64,91,1,196,6586
Fremont,998,2693,1131,37,4859,51,81,84,6,222,5081
Greene,1655,2560,2065,39,6319,37,55,93,3,188,6507
Grundy,1672,4314,2639,51,8676,44,88,111,1,244,8920
Guthrie,1747,3155,2876,56,7834,55,87,159,3,304,8138
Hamilton,2431,4431,2953,63,9878,45,97,151,1,294,10172
