County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Poweshiek,2833,3854,3956,56,10699,873,370,1082,22,2347,13046
Ringgold,433,1838,518,12,2801,57,176,129,2,364,3165
Sac,793,3448,1609,22,5872,117,324,487,9,937,6809
Scott,29027,32225,34581,879,96712,6291,4176,12022,316,22805,119517
Shelby,1231,3949,1763,39,6982,216,498,611,25,1350,8332
Sioux,1427,15174,3450,77,20128,361,1305,1240,22,2928,23056
Story,16505,15744,19370,536,52155,3816,2452,6009,230,12507,64662
Tama,2116,4030,2771,53,8970,368,356,882,19,1625,10595
Taylor,435,1957,749,28,3169,84,269,237,11,601,3770
Union,1151,3206,2043,39,6439,170,304,770,16,1260,7699
Van Buren,525,2294,1004,28,3851,98,223,377,12,710,4561
Wapello,4582,6073,4787,111,15553,1024,898,1894,58,3874,19427
Warren,8881,14456,10760,281,34378,1129,1415,2480,82,5106,39484
Washington,2660,5957,3687,89,12393,379,627,1082,32,2120,14513
Wayne,474,2013,760,24,3271,93,189,221,3,506,3777
Webster,4521,8301,5193,149,18164,1021,1076,2118,57,4272,22436
Winnebago,1215,2851,1965,34,6065,209,328,743,10,1290,7355
Winneshiek,3652,4655,4339,55,12701,570,273,850,16,1709,14410
Woodbury,12154,20149,13202,420,45925,3526,3139,6377,169,13211,59136
Worth,974,2113,1396,30,4513,140,188,382,8,718,5231
Wright,1159,3221,1739,44,6163,209,365,624,9,1207,7370
Totals,"503,212","695,352","555,146","14,561","1,768,271","92,691","79,881","169,761","5,029","347,362","2,115,633"
