County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,737,2215,1356,25,4333,105,218,425,12,760,5093
Adams,378,1152,739,9,2278,53,108,245,1,407,2685
Allamakee,1492,4236,1957,42,7727,308,560,918,20,1806,9533
Appanoose,1330,3561,1976,48,6915,244,410,675,14,1343,8258
Audubon,734,1850,839,23,3446,86,138,211,11,446,3892
Benton,3057,6700,5571,92,15420,370,552,1323,37,2282,17702
Black Hawk,23316,20910,21574,625,66425,4893,2399,6729,200,14221,80646
Boone,4084,6378,5932,122,16516,515,656,1462,37,2670,19186
Bremer,3403,5812,6144,85,15444,439,478,1186,18,2121,17565
Buchanan,2831,4081,4561,65,11538,338,363,1134,19,1854,13392
Buena Vista,1895,3826,2407,55,8183,686,646,1093,24,2449,10632
Butler,1433,4555,2545,47,8580,180,377,593,18,1168,9748
Calhoun,845,2935,1689,36,5505,147,301,422,5,875,6380
Carroll,2388,5519,4160,110,12177,347,550,973,25,1895,14072
Cass,1177,4360,1988,46,7571,187,451,649,15,1302,8873
Cedar,2664,4678,3828,84,11254,315,367,817,24,1523,12777
Cerro Gordo,6782,9043,8515,186,24526,1114,972,2665,61,4812,29338
Cherokee,900,4065,1506,40,6511,186,341,547,9,1083,7594
Chickasaw,1606,2845,2231,28,6710,176,235,527,8,946,7656
Clarke,964,2401,1326,45,4736,194,237,507,17,955,5691
Clay,1513,5223,2388,82,9206,287,619,772,28,1706,10912
Clayton,2178,4854,2972,55,10059,334,483,727,22,1566,11625
Clinton,6860,9428,9372,173,25833,1163,1047,3281,69,5560,31393
Crawford,1389,3732,1943,43,7107,427,502,836,25,1790,8897
Dallas,18117,24351,23436,568,66472,2380,2560,5428,140,10508,76980
Davis,821,2488,860,23,4192,120,217,306,9,652,4844
Decatur,738,2116,991,29,3874,189,234,326,10,759,4633
Delaware,1989,4878,3867,56,10790,186,356,742,10,1294,12084
Des Moines,6568,7217,6625,192,20602,1250,926,2437,57,4670,25272
Dickinson,2094,6481,3554,85,12214,320,725,867,32,1944,14158
Dubuque,19999,19796,16159,490,56444,3142,2274,5277,184,10877,67321
Emmet,1081,2423,1635,27,5166,185,258,507,11,961,6127
Fayette,2309,4801,3366,58,10534,365,410,797,18,1590,12124
Floyd,2006,2986,3244,39,8275,346,306,910,20,1582,9857
Franklin,888,2849,1468,28,5233,150,243,523,9,925,6158
Fremont,666,2492,874,30,4062,108,325,308,17,758,4820
Greene,1097,2491,1586,45,5219,174,282,388,18,862,6081
Grundy,1231,4228,2182,55,7696,157,333,486,14,990,8686
Guthrie,1321,3295,2312,46,6974,152,272,537,14,975,7949
Hamilton,1648,4150,2310,44,8152,282,394,725,14,1415,9567
Hancock,1046,3572,1656,49,6323,176,336,516,12,1040,7363
Hardin,1867,4716,2446,65,9094,308,549,735,21,1613,10707
Harrison,1505,4681,2045,86,8317,213,453,448,22,1136,9453
Henry,1964,4967,3247,70,10248,311,598,1092,34,2035,12283
Howard,1192,1808,2219,24,5243,117,157,517,8,799,6042
Humboldt,775,2783,1689,34,5281,143,332,554,5,1034,6315
Ida,550,2207,1167,10,3934,67,208,331,9,615,4549
Iowa,2068,4640,3463,70,10241,265,414,886,12,1577,11818
Jackson,3138,4806,3615,54,11613,420,399,1094,16,1929,13542
Jasper,5668,8949,6575,142,21334,840,913,2052,43,3848,25182
Jefferson,3088,3344,2252,83,8767,549,372,799,31,1751,10518
Johnson,42438,17419,29676,766,90299,8783,2865,9493,272,21413,111712
Jones,2469,4763,4368,56,11656,279,429,1039,23,1770,13426
Keokuk,1016,2938,1420,32,5406,168,302,415,12,897,6303
Kossuth,1729,4643,2480,59,8911,239,445,763,20,1467,10378
Lee,5465,6205,5491,124,17285,947,775,1931,50,3703,20988
Linn,46278,38774,44271,1330,130653,7637,4591,12336,452,25016,155669
Louisa,1086,2593,1818,36,5533,245,331,640,12,1228,6761
Lucas,827,2721,1332,30,4910,126,304,404,5,839,5749
Lyon,524,6029,912,16,7481,119,513,332,7,971,8452
Madison,2069,5103,3262,95,10529,259,515,850,22,1646,12175
Mahaska,1723,6596,3064,95,11478,351,760,929,40,2080,13558
Marion,3845,10563,6347,143,20898,608,1058,1855,41,3562,24460
Marshall,5352,7336,5798,136,18622,1178,756,2050,54,4038,22660
Mills,1537,5357,1889,128,8911,362,842,836,45,2085,10996
Mitchell,1241,2813,1959,36,6049,225,313,551,21,1110,7159
Monona,1042,2616,1268,44,4970,181,305,376,12,874,5844
Monroe,834,2339,1248,24,4445,111,251,333,7,702,5147
Montgomery,864,3206,1241,40,5351,164,411,588,18,1181,6532
Muscatine,5654,8092,7500,197,21443,1283,1072,2543,84,4982,26425
O'Brien,878,5487,1543,53,7961,180,502,495,20,1197,9158
Osceola,299,2351,733,13,3396,63,229,254,5,551,3947
Page,1097,5122,1703,58,7980,272,735,784,19,1810,9790
Palo Alto,1331,2430,1455,36,5252,169,220,404,9,802,6054
Plymouth,2200,8599,4170,76,15045,419,871,1032,31,2353,17398
Pocahontas,598,2148,1068,37,3851,119,233,315,14,681,4532
Polk,102482,81899,83695,2656,270732,18709,10039,24152,839,53739,324471
Pottawattamie,12196,21828,13431,571,48026,2735,3407,5139,258,11539,59565
