County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,736,2222,1372,25,4355,102,216,414,11,743,5098
Adams,376,1149,755,9,2289,53,107,243,1,404,2693
Allamakee,1506,4266,2043,44,7859,283,501,861,18,1663,9522
Appanoose,1327,3563,2015,49,6954,241,406,669,14,1330,8284
Audubon,732,1854,852,23,3461,84,137,209,11,441,3902
Benton,3057,6710,5659,91,15517,361,542,1305,37,2245,17762
Black Hawk,23287,20912,21806,626,66631,4838,2372,6671,195,14076,80707
Boone,4079,6394,6030,121,16624,500,644,1448,37,2629,19253
Bremer,3402,5811,6214,84,15511,432,469,1182,18,2101,17612
Buchanan,2821,4107,4613,66,11607,333,355,1113,19,1820,13427
Buena Vista,1896,3838,2421,56,8211,678,634,1086,22,2420,10631
Butler,1438,4577,2576,48,8639,173,365,586,18,1142,9781
Calhoun,846,2940,1714,37,5537,145,294,418,5,862,6399
Carroll,2374,5561,4229,111,12275,342,538,948,25,1853,14128
Cass,1172,4365,1999,47,7583,186,449,641,15,1291,8874
Cedar,2661,4680,3866,83,11290,308,364,807,24,1503,12793
Cerro Gordo,6787,9040,8620,183,24630,1104,960,2628,60,4752,29382
Cherokee,900,4078,1545,40,6563,184,332,537,9,1062,7625
Chickasaw,1604,2844,2240,27,6715,172,230,519,8,929,7644
Clarke,965,2396,1330,44,4735,191,231,499,16,937,5672
Clay,1519,5261,2438,84,9302,282,610,760,27,1679,10981
Clayton,2180,4895,2997,57,10129,326,473,718,22,1539,11668
Clinton,6823,9429,9569,177,25998,1151,1038,3247,69,5505,31503
Crawford,1387,3732,1955,42,7116,423,499,832,25,1779,8895
Dallas,18187,24478,23829,565,67059,2355,2525,5364,135,10379,77438
Davis,823,2492,876,23,4214,116,213,300,9,638,4852
Decatur,740,2107,989,29,3865,186,233,325,10,754,4619
Delaware,1977,4893,3902,56,10828,183,350,732,10,1275,12103
Des Moines,6552,7233,6786,192,20763,1243,915,2415,55,4628,25391
Dickinson,2101,6530,3591,87,12309,318,717,860,32,1927,14236
Dubuque,19945,19841,16433,490,56709,3099,2248,5228,183,10758,67467
Emmet,1082,2436,1662,27,5207,181,254,501,10,946,6153
Fayette,2309,4792,3406,60,10567,362,398,787,17,1564,12131
Floyd,1993,2996,3277,39,8305,342,302,901,20,1565,9870
Franklin,890,2840,1477,29,5236,148,238,517,9,912,6148
Fremont,665,2499,883,31,4078,108,322,305,17,752,4830
Greene,1101,2512,1592,43,5248,171,275,380,18,844,6092
Grundy,1225,4225,2228,55,7733,154,332,479,14,979,8712
Guthrie,1318,3305,2357,46,7026,150,265,533,13,961,7987
Hamilton,1639,4149,2340,44,8172,276,388,718,13,1395,9567
Hancock,1043,3576,1676,50,6345,174,330,511,12,1027,7372
Hardin,1857,4725,2485,64,9131,306,538,731,21,1596,10727
Harrison,1493,4674,2061,87,8315,209,443,443,21,1116,9431
Henry,1968,4965,3283,72,10288,308,594,1086,34,2022,12310
Howard,1188,1808,2254,24,5274,115,157,506,7,785,6059
Humboldt,774,2779,1687,34,5274,143,332,548,5,1028,6302
Ida,548,2209,1172,10,3939,67,205,327,9,608,4547
Iowa,2058,4641,3516,71,10286,260,410,879,12,1561,11847
Jackson,3115,4808,3673,55,11651,415,391,1079,16,1901,13552
Jasper,5647,8962,6615,143,21367,823,905,2042,43,3813,25180
Jefferson,3086,3334,2270,84,8774,544,370,791,29,1734,10508
Johnson,42501,17421,30224,759,90905,8733,2839,9421,271,21264,112169
Jones,2466,4763,4438,54,11721,273,420,1024,24,1741,13462
Keokuk,1010,2947,1429,31,5417,168,297,414,12,891,6308
Kossuth,1725,4643,2507,60,8935,237,443,761,20,1461,10396
Lee,5444,6216,5589,125,17374,940,767,1913,48,3668,21042
Linn,46252,38834,45051,1339,131476,7539,4521,12222,447,24729,156205
Louisa,1087,2599,1820,35,5541,242,330,634,12,1218,6759
Lucas,829,2723,1354,31,4937,126,297,397,5,825,5762
Lyon,523,6066,932,16,7537,118,504,329,7,958,8495
Madison,2081,5116,3312,95,10604,257,503,838,22,1620,12224
Mahaska,1723,6609,3169,94,11595,346,745,918,40,2049,13644
Marion,3851,10613,6439,142,21045,598,1043,1830,41,3512,24557
Marshall,5338,7339,5916,136,18729,1159,738,2026,54,3977,22706
Mills,1545,5382,1934,129,8990,359,836,828,45,2068,11058
Mitchell,1241,2823,1968,36,6068,222,303,547,21,1093,7161
Monona,1036,2629,1290,44,4999,179,297,367,12,855,5854
Monroe,828,2345,1275,25,4473,110,243,323,7,683,5156
Montgomery,858,3199,1245,40,5342,164,409,586,18,1177,6519
Muscatine,5645,8106,7668,197,21616,1263,1054,2519,83,4919,26535
O'Brien,876,5486,1559,53,7974,177,501,494,20,1192,9166
Osceola,299,2346,748,12,3405,63,223,253,5,544,3949
Page,1107,5134,1728,59,8028,269,727,787,20,1803,9831
Palo Alto,1335,2436,1467,36,5274,168,215,399,9,791,6065
Plymouth,2202,8607,4213,79,15101,411,860,1018,31,2320,17421
Pocahontas,597,2158,1083,37,3875,115,231,312,13,671,4546
Polk,102395,81983,84829,2670,271877,18630,9949,24037,834,53450,325327
Pottawattamie,12227,21875,13651,571,48324,2706,3371,5086,259,11422,59746
Poweshiek,2836,3870,4009,56,10771,870,361,1067,23,2321,13092
Ringgold,434,1843,519,13,2809,57,173,128,2,360,3169
Sac,797,3475,1641,22,5935,116,319,481,9,925,6860
Scott,29069,32314,35218,881,97482,6221,4116,11922,316,22575,120057
Shelby,1233,3961,1783,39,7016,211,495,608,24,1338,8354
Sioux,1432,15224,3562,76,20294,355,1288,1224,22,2889,23183
Story,16494,15740,19560,535,52329,3796,2430,5974,228,12428,64757
Tama,2114,4018,2780,53,8965,362,353,872,19,1606,10571
Taylor,430,1954,758,29,3171,84,267,235,11,597,3768
Union,1153,3203,2097,38,6491,167,302,757,16,1242,7733
Van Buren,524,2290,1021,28,3863,98,221,371,12,702,4565
Wapello,4559,6083,4850,113,15605,1010,886,1868,58,3822,19427
Warren,8899,14494,10917,288,34598,1110,1406,2458,80,5054,39652
Washington,2664,5976,3728,91,12459,372,611,1072,31,2086,14545
Wayne,473,2006,758,23,3260,93,185,219,3,500,3760
Webster,4515,8318,5244,149,18226,1012,1058,2104,57,4231,22457
Winnebago,1210,2852,2001,37,6100,206,324,731,9,1270,7370
Winneshiek,3658,4641,4393,54,12746,565,272,839,16,1692,14438
Woodbury,12200,20196,13490,420,46306,3477,3098,6326,166,13067,59373
Worth,972,2116,1403,30,4521,139,186,377,8,710,5231
Wright,1152,3220,1759,44,6175,206,357,618,9,1190,7365
Totals,"503,038","696,625","563,507","14,608","1,777,778","91,747","78,790","168,163","4,979","343,679","2,121,457"
