County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Marshall,6660,7546,6021,145,20372,1169,820,2279,53,4321,24693
Mills,1814,5398,2259,124,9595,318,642,784,38,1782,11377
Mitchell,1506,2730,2135,36,6407,206,242,528,13,989,7396
Monona,1310,2488,1518,39,5355,221,227,452,17,917,6272
Monroe,1044,2152,1379,20,4595,159,180,308,11,658,5253
Montgomery,1063,3415,1587,46,6111,205,428,662,15,1310,7421
Muscatine,7021,8202,7840,209,23272,1592,1102,2990,78,5762,29034
O'Brien,1090,5549,1689,51,8379,237,537,597,20,1391,9770
Osceola,380,2466,800,13,3659,69,209,290,4,572,4231
Page,1427,5223,2076,60,8786,292,551,812,18,1673,10459
Palo Alto,1609,2270,1619,24,5522,195,170,454,12,831,6353
Plymouth,2684,8682,4352,100,15818,446,812,1163,31,2452,18270
Pocahontas,746,2218,1246,34,4244,137,186,373,9,705,4949
Polk,119369,82078,80822,2840,285109,18043,9328,19510,838,47719,332828
Pottawattamie,14407,22147,14932,627,52113,3279,3293,6003,268,12843,64956
Poweshiek,3601,3881,4091,71,11644,1351,386,1182,20,2939,14583
Ringgold,491,1928,497,13,2929,73,128,151,2,354,3283
Sac,1006,3542,1716,24,6288,136,261,529,5,931,7219
Scott,34516,31840,36599,928,103883,8576,5070,14614,377,28637,132520
Shelby,1541,4074,2074,36,7725,203,324,457,17,1001,8726
Sioux,1822,15450,3628,79,20979,302,1167,875,27,2371,23350
Story,20031,15417,18096,655,54199,5172,3537,7140,325,16174,70373
Tama,2733,3764,3417,63,9977,365,284,976,9,1634,11611
Taylor,562,2024,905,28,3519,91,168,276,8,543,4062
Union,1422,3244,2336,45,7047,237,270,846,16,1369,8416
Van Buren,727,2284,1202,30,4243,126,229,373,6,734,4977
Wapello,5950,6148,5368,127,17593,1307,743,1981,44,4075,21668
Warren,10046,13559,10622,272,34499,1136,1258,2251,89,4734,39233
Washington,3076,6109,4107,100,13392,401,588,1159,42,2190,15582
Wayne,656,1857,914,19,3446,99,144,211,3,457,3903
Webster,6093,7680,6477,150,20400,1288,984,2574,63,4909,25309
Winnebago,1498,3063,2205,37,6803,255,264,745,12,1276,8079
Winneshiek,4227,4589,4152,55,13023,725,336,980,28,2069,15092
Woodbury,15288,20883,14882,415,51468,3816,2846,6057,140,12859,64327
Worth,1194,2027,1649,27,4897,134,160,429,4,727,5624
Wright,1502,3314,2067,27,6910,243,309,550,13,1115,8025
Totals,"598,205","687,710","577,740","15,036","1,878,691","103,656","75,901","171,400","5,048","356,005","2,234,696"
