County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,735,2221,1363,25,4344,102,217,416,12,747,5091
Adams,376,1147,751,9,2283,53,108,241,1,403,2686
Allamakee,1491,4223,1985,42,7741,305,553,907,20,1785,9526
Appanoose,1329,3561,1995,49,6934,242,408,673,14,1337,8271
Audubon,734,1850,844,23,3451,85,138,210,11,444,3895
Benton,3055,6701,5621,92,15469,365,546,1315,37,2263,17732
Black Hawk,23302,20900,21697,625,66524,4869,2386,6700,199,14154,80678
Boone,4079,6388,5992,121,16580,510,649,1456,37,2652,19232
Bremer,3403,5804,6174,85,15466,438,474,1190,18,2120,17586
Buchanan,2818,4101,4592,66,11577,335,358,1124,19,1836,13413
Buena Vista,1891,3837,2416,55,8199,683,642,1089,23,2437,10636
Butler,1438,4569,2557,48,8612,174,369,592,18,1153,9765
Calhoun,846,2939,1700,36,5521,146,299,419,5,869,6390
Carroll,2383,5551,4194,110,12238,344,547,960,25,1876,14114
Cass,1177,4365,1990,47,7579,186,450,644,15,1295,8874
Cedar,2664,4679,3833,83,11259,311,366,812,24,1513,12772
Cerro Gordo,6791,9038,8576,183,24588,1107,967,2644,61,4779,29367
Cherokee,901,4070,1522,40,6533,185,337,544,9,1075,7608
Chickasaw,1604,2845,2234,27,6710,174,232,525,8,939,7649
Clarke,964,2400,1333,44,4741,191,233,502,16,942,5683
Clay,1517,5242,2414,82,9255,285,615,765,27,1692,10947
Clayton,2179,4874,2985,56,10094,329,478,722,22,1551,11645
Clinton,6832,9438,9469,172,25911,1157,1040,3268,69,5534,31445
Crawford,1389,3733,1949,43,7114,425,500,834,25,1784,8898
Dallas,18141,24431,23656,566,66794,2368,2542,5395,137,10442,77236
Davis,824,2484,874,23,4205,116,213,300,9,638,4843
Decatur,737,2114,991,29,3871,187,234,326,10,757,4628
Delaware,1982,4884,3890,56,10812,185,352,737,10,1284,12096
Des Moines,6564,7224,6711,192,20691,1243,921,2422,56,4642,25333
Dickinson,2096,6497,3569,86,12248,319,720,864,32,1935,14183
Dubuque,19980,19809,16276,487,56552,3117,2261,5249,184,10811,67363
Emmet,1082,2427,1652,27,5188,185,257,502,10,954,6142
Fayette,2309,4803,3385,59,10556,362,403,792,17,1574,12130
Floyd,2001,2992,3254,39,8286,342,305,904,20,1571,9857
Franklin,891,2840,1472,29,5232,150,242,519,9,920,6152
Fremont,667,2494,882,31,4074,108,324,306,17,755,4829
Greene,1096,2506,1593,43,5238,174,276,385,18,853,6091
Grundy,1229,4227,2216,55,7727,155,334,482,14,985,8712
Guthrie,1319,3301,2335,46,7001,151,269,536,14,970,7971
Hamilton,1649,4154,2324,44,8171,278,392,723,13,1406,9577
Hancock,1045,3575,1665,50,6335,175,332,515,12,1034,7369
Hardin,1858,4724,2477,64,9123,307,545,733,21,1606,10729
Harrison,1495,4671,2050,87,8303,211,450,446,21,1128,9431
Henry,1965,4965,3265,72,10267,308,596,1091,34,2029,12296
Howard,1189,1810,2234,24,5257,115,157,513,8,793,6050
Humboldt,775,2781,1687,34,5277,143,332,550,5,1030,6307
Ida,548,2212,1171,10,3941,67,205,331,9,612,4553
Iowa,2064,4647,3490,71,10272,263,413,881,12,1569,11841
Jackson,3128,4806,3650,55,11639,416,395,1087,16,1914,13553
Jasper,5661,8966,6594,144,21365,835,909,2046,43,3833,25198
Jefferson,3087,3345,2265,83,8780,545,370,794,30,1739,10519
Johnson,42400,17414,29931,760,90505,8763,2846,9464,271,21344,111849
Jones,2470,4763,4399,55,11687,274,425,1031,24,1754,13441
Keokuk,1014,2940,1423,32,5409,169,299,414,12,894,6303
Kossuth,1725,4642,2491,60,8918,237,444,762,20,1463,10381
Lee,5461,6210,5538,124,17333,940,768,1919,50,3677,21010
Linn,46294,38806,44648,1336,131084,7589,4556,12283,451,24879,155963
Louisa,1085,2591,1814,36,5526,243,330,638,12,1223,6749
Lucas,827,2725,1344,31,4927,126,301,399,5,831,5758
Lyon,524,6061,927,16,7528,118,507,330,7,962,8490
Madison,2072,5109,3294,95,10570,257,507,841,22,1627,12197
Mahaska,1720,6605,3126,93,11544,348,751,921,40,2060,13604
Marion,3844,10590,6385,142,20961,603,1047,1843,42,3535,24496
Marshall,5343,7340,5835,136,18654,1173,749,2036,54,4012,22666
Mills,1539,5373,1903,129,8944,361,841,833,45,2080,11024
Mitchell,1242,2820,1960,36,6058,222,305,550,21,1098,7156
Monona,1039,2620,1278,44,4981,180,300,375,12,867,5848
Monroe,829,2341,1261,24,4455,112,245,329,7,693,5148
Montgomery,862,3199,1242,40,5343,164,410,587,18,1179,6522
Muscatine,5664,8102,7590,199,21555,1267,1060,2528,84,4939,26494
O'Brien,876,5490,1550,53,7969,180,499,495,20,1194,9163
Osceola,300,2345,745,12,3402,63,223,254,5,545,3947
Page,1103,5139,1711,58,8011,270,733,785,19,1807,9818
Palo Alto,1334,2438,1458,36,5266,169,219,403,9,800,6066
Plymouth,2199,8604,4192,76,15071,415,867,1020,31,2333,17404
Pocahontas,596,2150,1074,38,3858,118,232,313,13,676,4534
Polk,102488,81933,84296,2660,271377,18628,9984,24039,836,53487,324864
Pottawattamie,12215,21844,13552,572,48183,2721,3387,5113,259,11480,59663
Poweshiek,2838,3867,3984,56,10745,870,363,1077,22,2332,13077
Ringgold,433,1842,519,12,2806,57,175,129,2,363,3169
Sac,794,3449,1609,22,5874,117,322,485,9,933,6807
Scott,29032,32286,34898,884,97100,6256,4147,11976,316,22695,119795
Shelby,1231,3954,1780,39,7004,214,496,608,24,1342,8346
Sioux,1436,15189,3506,77,20208,359,1294,1230,22,2905,23113
Story,16495,15737,19467,536,52235,3802,2444,5983,229,12458,64693
Tama,2118,4025,2773,53,8969,365,354,877,19,1615,10584
Taylor,432,1953,753,29,3167,84,268,235,11,598,3765
Union,1156,3206,2072,39,6473,168,304,763,16,1251,7724
Van Buren,523,2292,1014,28,3857,98,222,371,12,703,4560
Wapello,4573,6075,4820,114,15582,1012,893,1881,58,3844,19426
Warren,8893,14466,10827,284,34470,1119,1413,2466,82,5080,39550
Washington,2657,5971,3704,90,12422,375,618,1076,31,2100,14522
Wayne,472,2010,761,24,3267,93,185,220,3,501,3768
Webster,4521,8307,5217,149,18194,1016,1063,2107,57,4243,22437
Winnebago,1218,2850,1981,35,6084,207,326,740,9,1282,7366
