County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,868,2255,1549,21,4693,112,195,428,8,743,5436
Adams,472,1144,797,8,2421,57,78,251,0,386,2807
Allamakee,1950,4047,2283,39,8319,288,410,746,12,1456,9775
Appanoose,1683,3461,2174,57,7375,369,362,755,10,1496,8871
Audubon,874,1882,899,18,3673,91,180,274,4,549,4222
Benton,3765,6228,5992,111,16096,457,470,1452,27,2406,18502
Black Hawk,28056,20828,22833,588,72305,5459,2567,6942,207,15175,87480
Boone,4911,6300,5559,127,16897,618,636,1709,47,3010,19907
Bremer,3979,5659,5896,76,15610,561,474,1299,23,2357,17967
Buchanan,3300,3973,4829,60,12162,335,294,1334,14,1977,14139
Buena Vista,2504,4080,2926,69,9579,760,552,1286,19,2617,12196
Butler,1721,4535,2566,56,8878,190,344,739,11,1284,10162
Calhoun,1130,2784,1932,41,5887,151,213,470,11,845,6732
Carroll,3061,5142,4550,90,12843,405,480,1081,22,1988,14831
Cass,1405,4441,2249,44,8139,210,508,735,18,1471,9610
Cedar,3060,4434,3679,79,11252,323,354,835,26,1538,12790
Cerro Gordo,8129,8579,9373,158,26239,1208,938,2905,49,5100,31339
Cherokee,1173,4076,1756,26,7031,223,331,719,9,1282,8313
Chickasaw,1992,2772,2331,35,7130,241,195,705,12,1153,8283
Clarke,1246,2272,1567,31,5116,221,241,557,17,1036,6152
Clay,1850,5359,2710,77,9996,308,572,965,20,1865,11861
Clayton,2820,4253,3545,72,10690,324,365,776,15,1480,12170
Clinton,8497,9253,9907,170,27827,1592,909,3359,75,5935,33762
Crawford,1995,3545,2698,56,8294,494,382,913,21,1810,10104
Dallas,18294,22146,20978,491,61909,2296,2461,4837,166,9760,71669
Davis,1174,2193,1060,21,4448,155,214,311,11,691,5139
Decatur,1012,1942,1136,20,4110,268,206,324,15,813,4923
Delaware,2307,4713,3967,47,11034,256,284,689,17,1246,12280
Des Moines,8332,7227,6763,176,22498,1778,938,2496,56,5268,27766
Dickinson,2488,6372,3613,88,12561,371,659,962,30,2022,14583
Dubuque,23770,18721,17256,486,60233,3585,2164,4831,162,10742,70975
Emmet,1382,2062,1926,35,5405,269,285,757,7,1318,6723
Fayette,2980,4399,3456,62,10897,404,352,843,26,1625,12522
Floyd,2476,2961,3548,56,9041,533,351,1165,19,2068,11109
Franklin,1099,2928,1657,34,5718,166,239,494,6,905,6623
Fremont,817,2516,867,28,4228,165,296,345,15,821,5049
Greene,1439,2507,1622,49,5617,182,216,491,7,896,6513
Grundy,1477,4237,2232,48,7994,165,302,569,9,1045,9039
Guthrie,1512,3273,2330,48,7163,208,282,640,8,1138,8301
Hamilton,2096,4137,2405,56,8694,293,366,766,16,1441,10135
Hancock,1301,3586,1821,36,6744,179,287,562,14,1042,7786
Hardin,2312,4854,2708,58,9932,391,467,913,18,1789,11721
Harrison,1757,4567,2033,71,8428,115,201,209,11,536,8964
Henry,2415,5135,3558,73,11181,578,686,1638,37,2939,14120
Howard,1440,1756,2235,28,5459,171,140,527,9,847,6306
Humboldt,1039,2848,1930,30,5847,133,240,443,8,824,6671
Ida,671,2255,1272,12,4210,107,197,369,7,680,4890
Iowa,2435,4716,3632,64,10847,309,356,877,27,1569,12416
Jackson,4190,4245,3972,48,12455,539,344,1360,9,2252,14707
Jasper,6987,8529,7143,145,22804,1015,805,2059,32,3911,26715
Jefferson,3826,3467,2234,75,9602,682,341,791,27,1841,11443
Johnson,46520,16518,25819,736,89593,10014,3845,9351,339,23549,113142
Jones,2884,4698,4465,54,12101,332,366,1174,17,1889,13990
Keokuk,1365,2732,1680,29,5806,221,237,486,5,949,6755
Kossuth,2272,4591,2958,41,9862,220,319,729,15,1283,11145
Lee,6933,5699,5800,143,18575,1284,654,2329,58,4325,22900
Linn,53479,38829,43639,1373,137320,8121,4756,11147,471,24495,161815
Louisa,1427,2640,1943,29,6039,295,247,706,9,1257,7296
Lucas,1025,2581,1515,27,5148,163,244,442,8,857,6005
Lyon,698,5950,1027,16,7691,129,462,344,6,941,8632
Madison,2477,4863,3312,83,10735,317,457,744,19,1537,12272
Mahaska,2181,6940,3254,106,12481,446,658,1194,23,2321,14802
Marion,4624,10427,6162,145,21358,707,986,1582,27,3302,24660
Marshall,6629,7503,5851,140,20123,1196,842,2321,55,4414,24537
Mills,1807,5378,2225,117,9527,331,660,795,42,1828,11355
Mitchell,1508,2734,2112,37,6391,207,249,539,13,1008,7399
Monona,1306,2459,1498,37,5300,226,234,457,17,934,6234
Monroe,1047,2127,1333,19,4526,168,185,322,11,686,5212
Montgomery,1054,3416,1575,44,6089,211,439,671,15,1336,7425
Muscatine,7030,8172,7735,203,23140,1632,1139,3030,80,5881,29021
O'Brien,1093,5506,1672,50,8321,240,558,606,20,1424,9745
Osceola,382,2462,793,12,3649,72,217,296,4,589,4238
Page,1418,5205,2046,60,8729,303,564,824,18,1709,10438
Palo Alto,1620,2266,1593,25,5504,204,173,459,13,849,6353
Plymouth,2694,8657,4261,99,15711,459,839,1179,32,2509,18220
Pocahontas,737,2206,1238,32,4213,139,186,380,9,714,4927
Polk,118424,81294,78926,2741,281385,18565,9616,19945,858,48984,330369
Pottawattamie,14367,22022,14648,611,51648,3325,3357,6084,269,13035,64683
Poweshiek,3515,3879,3961,66,11421,1369,395,1213,20,2997,14418
Ringgold,499,1919,482,15,2915,81,140,158,2,381,3296
Sac,1014,3536,1686,24,6260,139,267,538,6,950,7210
Scott,34433,31620,35787,891,102731,8686,5139,14763,383,28971,131702
Shelby,1535,4050,2035,34,7654,214,335,466,17,1032,8686
Sioux,1816,15402,3558,77,20853,323,1228,904,27,2482,23335
Story,19948,15322,17680,627,53577,5305,3600,7260,326,16491,70068
Tama,2736,3769,3319,62,9886,380,305,1018,11,1714,11600
Taylor,564,2018,885,27,3494,91,173,277,8,549,4043
Union,1414,3220,2289,42,6965,246,277,867,16,1406,8371
Van Buren,731,2292,1182,30,4235,131,236,379,6,752,4987
Wapello,5998,6120,5228,117,17463,1336,773,2012,44,4165,21628
Warren,9979,13368,10209,262,33818,1193,1287,2305,88,4873,38691
Washington,3056,6074,4072,98,13300,411,606,1182,44,2243,15543
Wayne,659,1836,899,17,3411,104,148,215,3,470,3881
Webster,6117,7638,6359,147,20261,1316,1008,2609,63,4996,25257
Winnebago,1507,3067,2167,35,6776,258,274,756,13,1301,8077
Winneshiek,4202,4565,4063,53,12883,760,355,1015,29,2159,15042
Woodbury,15290,20808,14584,404,51086,3892,2909,6117,140,13058,64144
Worth,1198,2016,1635,25,4874,142,166,442,4,754,5628
Wright,1508,3308,2041,28,6885,249,315,560,15,1139,8024
Totals,"596,189","683,296","565,155","14,584","1,859,224","106,463","78,154","174,695","5,164","364,476","2,223,700"
