County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Adair,735,2228,1397,26,4386,101,209,401,11,722,5108
Adams,375,1161,781,9,2326,50,101,233,1,385,2711
Allamakee,1507,4277,2157,44,7985,278,483,838,18,1617,9602
Appanoose,1323,3604,2074,45,7046,229,386,646,14,1275,8321
Audubon,732,1843,877,23,3475,78,134,201,10,423,3898
Benton,3059,6721,5811,93,15684,345,514,1269,34,2162,17846
Black Hawk,23385,20947,22599,626,67557,4577,2257,6432,191,13457,81014
Boone,4063,6441,6226,124,16854,473,619,1401,35,2528,19382
Bremer,3387,5833,6386,82,15688,405,444,1130,18,1997,17685
Buchanan,2796,4177,4768,67,11808,317,340,1051,17,1725,13533
Buena Vista,1924,3871,2487,57,8339,658,604,1055,22,2339,10678
Butler,1446,4614,2658,49,8767,164,343,551,18,1076,9843
Calhoun,838,2960,1772,36,5606,137,278,397,5,817,6423
Carroll,2375,5627,4361,114,12477,312,504,878,24,1718,14195
Cass,1167,4402,2067,49,7685,178,421,610,15,1224,8909
Cedar,2653,4688,3957,89,11387,302,355,789,23,1469,12856
Cerro Gordo,6786,9083,8859,186,24914,1054,917,2556,57,4584,29498
Cherokee,895,4082,1605,40,6622,174,314,521,8,1017,7639
Chickasaw,1596,2864,2327,28,6815,160,221,481,8,870,7685
Clarke,958,2380,1350,44,4732,185,226,485,15,911,5643
Clay,1527,5301,2548,87,9463,267,578,733,26,1604,11067
Clayton,2189,4968,3064,58,10279,315,457,687,22,1481,11760
Clinton,6769,9481,9982,183,26415,1098,992,3155,67,5312,31727
Crawford,1394,3764,2002,42,7202,414,472,809,25,1720,8922
Dallas,18267,24738,24735,576,68316,2284,2453,5252,133,10122,78438
Davis,828,2507,905,23,4263,110,208,292,9,619,4882
Decatur,745,2131,1016,28,3920,182,230,320,9,741,4661
Delaware,1965,4914,3997,57,10933,175,336,705,10,1226,12159
Des Moines,6488,7238,7119,195,21040,1206,893,2356,54,4509,25549
Dickinson,2101,6622,3667,85,12475,304,686,837,31,1858,14333
Dubuque,19950,20073,17250,500,57773,2962,2131,5022,171,10286,68059
Emmet,1069,2467,1721,28,5285,176,249,481,10,916,6201
Fayette,2304,4806,3483,72,10665,343,387,750,18,1498,12163
Floyd,1985,3041,3412,38,8476,322,281,851,19,1473,9949
Franklin,894,2839,1520,28,5281,142,231,511,7,891,6172
Fremont,657,2523,917,32,4129,106,312,301,16,735,4864
Greene,1090,2544,1639,44,5317,162,265,357,17,801,6118
Grundy,1219,4272,2300,55,7846,145,319,453,14,931,8777
Guthrie,1313,3318,2434,49,7114,142,258,514,12,926,8040
Hamilton,1633,4147,2442,42,8264,258,367,696,12,1333,9597
Hancock,1028,3583,1726,51,6388,169,316,500,12,997,7385
Hardin,1847,4737,2586,61,9231,284,507,699,20,1510,10741
Harrison,1498,4677,2140,89,8404,202,423,420,19,1064,9468
Henry,1966,5005,3380,71,10422,291,558,1053,32,1934,12356
Howard,1179,1804,2311,22,5316,109,152,490,7,758,6074
Humboldt,783,2850,1825,37,5495,122,281,480,4,887,6382
Ida,540,2223,1197,12,3972,63,193,308,9,573,4545
Iowa,2047,4651,3650,73,10421,247,392,849,11,1499,11920
Jackson,3105,4845,3800,56,11806,391,378,1049,15,1833,13639
Jasper,5642,8987,6750,144,21523,793,885,2006,43,3727,25250
Jefferson,3101,3361,2423,88,8973,529,350,773,29,1681,10654
Johnson,42650,17500,31264,766,92180,8578,2778,9244,265,20865,113045
Jones,2461,4777,4499,55,11792,265,408,1002,23,1698,13490
Keokuk,1017,2981,1486,31,5515,158,276,394,10,838,6353
Kossuth,1716,4632,2584,61,8993,231,426,739,20,1416,10409
Lee,5400,6232,5819,126,17577,900,735,1866,47,3548,21125
Linn,46298,39007,46661,1343,133309,7342,4421,11899,432,24094,157403
Louisa,1098,2617,1919,37,5671,235,303,613,11,1162,6833
Lucas,827,2742,1387,33,4989,121,281,392,5,799,5788
Lyon,527,6099,965,16,7607,111,489,322,7,929,8536
Madison,2058,5146,3416,99,10719,254,492,821,21,1588,12307
Mahaska,1751,6713,3327,99,11890,324,675,884,36,1919,13809
Marion,3849,10712,6686,146,21393,577,996,1738,40,3351,24744
Marshall,5358,7375,6196,145,19074,1115,698,1961,52,3826,22900
Mills,1551,5459,2013,133,9156,347,815,809,44,2015,11171
Mitchell,1239,2822,1985,36,6082,217,292,532,20,1061,7143
Monona,1028,2662,1319,46,5055,173,281,357,12,823,5878
Monroe,824,2372,1319,25,4540,105,235,314,6,660,5200
Montgomery,858,3207,1278,41,5384,158,392,573,18,1141,6525
Muscatine,5637,8132,7928,199,21896,1230,1016,2459,81,4786,26682
O'Brien,867,5520,1609,54,8050,174,474,483,20,1151,9201
Osceola,311,2370,789,13,3483,55,204,235,4,498,3981
Page,1106,5177,1833,61,8177,259,703,772,19,1753,9930
Palo Alto,1334,2448,1528,36,5346,158,200,378,8,744,6090
Plymouth,2211,8690,4330,81,15312,388,812,981,30,2211,17523
Pocahontas,600,2161,1129,36,3926,102,214,292,10,618,4544
Polk,102685,82404,87919,2691,275699,18020,9646,23497,812,51975,327674
Pottawattamie,12223,22088,14349,593,49253,2630,3276,4952,257,11115,60368
Poweshiek,2864,3882,4131,54,10931,848,347,1034,23,2252,13183
Ringgold,430,1851,532,14,2827,53,169,122,1,345,3172
Sac,797,3498,1711,25,6031,108,291,456,8,863,6894
Scott,29133,32575,36814,898,99420,6041,4020,11665,309,22035,121455
Shelby,1237,3981,1842,42,7102,201,476,589,23,1289,8391
Sioux,1438,15282,3759,79,20558,345,1217,1188,21,2771,23329
Story,16528,15771,20014,525,52838,3718,2367,5844,223,12152,64990
Tama,2111,4022,2817,57,9007,348,336,846,18,1548,10555
Taylor,440,1991,794,30,3255,73,237,222,11,543,3798
Union,1156,3226,2215,37,6634,161,287,724,16,1188,7822
Van Buren,515,2287,1054,29,3885,93,210,364,11,678,4563
Wapello,4528,6132,4970,120,15750,978,856,1828,58,3720,19470
Warren,8911,14632,11272,289,35104,1082,1369,2370,79,4900,40004
Washington,2658,5997,3827,95,12577,356,578,1038,31,2003,14580
Wayne,470,2012,786,23,3291,88,180,207,3,478,3769
Webster,4608,8558,5800,149,19115,971,1029,2048,56,4104,23219
Winnebago,1201,2851,2095,37,6184,200,312,714,9,1235,7419
Winneshiek,3653,4692,4535,53,12933,552,263,813,15,1643,14576
Woodbury,12219,20346,14144,416,47125,3368,2977,6149,157,12651,59776
Worth,961,2111,1432,31,4535,133,181,371,8,693,5228
Wright,1154,3211,1804,43,6212,190,339,595,9,1133,7345
Totals,"503,619","701,173","584,345","14,805","1,803,942","88,624","75,789","163,330","4,826","332,569","2,136,511"
