County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Jones,2464,4776,4491,54,11785,265,413,1006,23,1707,13492
Keokuk,1018,2976,1482,31,5507,158,278,397,10,843,6350
Kossuth,1718,4639,2580,62,8999,231,428,740,20,1419,10418
Lee,5414,6238,5794,125,17571,908,739,1872,48,3567,21138
Linn,46355,39011,46421,1348,133135,7361,4437,11935,435,24168,157303
Louisa,1099,2612,1909,36,5656,235,305,617,11,1168,6824
Lucas,827,2736,1384,32,4979,123,289,391,5,808,5787
Lyon,527,6102,961,16,7606,114,492,322,7,935,8541
Madison,2063,5143,3409,99,10714,251,491,827,22,1591,12305
Mahaska,1742,6662,3299,97,11800,329,713,897,38,1977,13777
Marion,3855,10707,6643,146,21351,577,995,1751,40,3363,24714
Marshall,5367,7383,6157,145,19052,1124,700,1964,52,3840,22892
Mills,1544,5425,1986,131,9086,350,825,820,45,2040,11126
Mitchell,1239,2828,1983,36,6086,217,292,537,20,1066,7152
Monona,1030,2659,1317,47,5053,173,282,356,12,823,5876
Monroe,828,2373,1312,25,4538,105,236,315,6,662,5200
Montgomery,858,3216,1278,41,5393,158,393,576,18,1145,6538
Muscatine,5641,8132,7894,199,21866,1234,1023,2463,81,4801,26667
O'Brien,868,5524,1606,53,8051,174,475,479,20,1148,9199
Osceola,311,2374,788,13,3486,56,205,236,4,501,3987
Page,1106,5171,1813,57,8147,263,711,777,19,1770,9917
Palo Alto,1338,2450,1524,35,5347,159,200,379,9,747,6094
Plymouth,2210,8679,4319,81,15289,392,816,985,30,2223,17512
Pocahontas,600,2166,1125,36,3927,105,214,294,10,623,4550
Polk,102700,82391,87424,2693,275208,18074,9675,23544,815,52108,327316
Pottawattamie,12221,22063,14245,592,49121,2643,3285,4970,257,11155,60276
Poweshiek,2868,3883,4120,55,10926,848,348,1041,23,2260,13186
Ringgold,431,1852,529,14,2826,54,170,125,1,350,3176
Sac,798,3483,1689,24,5994,111,311,469,8,899,6893
Scott,29169,32569,36515,896,99149,6061,4032,11708,309,22110,121259
Shelby,1230,3965,1824,42,7061,206,485,598,23,1312,8373
Sioux,1438,15260,3704,78,20480,347,1221,1195,21,2784,23264
Story,16518,15777,19952,525,52772,3729,2382,5859,224,12194,64966
Tama,2112,4022,2812,55,9001,354,341,854,19,1568,10569
Taylor,437,1963,782,30,3212,77,265,231,11,584,3796
Union,1157,3223,2184,37,6601,163,290,730,16,1199,7800
Van Buren,516,2291,1046,29,3882,93,210,364,11,678,4560
Wapello,4540,6127,4949,118,15734,989,865,1844,58,3756,19490
Warren,8920,14599,11172,290,34981,1090,1388,2397,79,4954,39935
Washington,2654,5984,3802,97,12537,364,593,1057,31,2045,14582
Wayne,469,2008,778,23,3278,89,182,215,3,489,3767
Webster,4607,8549,5795,149,19100,976,1031,2052,56,4115,23215
Winnebago,1199,2845,2078,38,6160,204,318,721,9,1252,7412
Winneshiek,3659,4689,4532,54,12934,552,264,816,15,1647,14581
Woodbury,12226,20328,14019,416,46989,3393,3023,6194,165,12775,59764
Worth,964,2112,1422,31,4529,133,181,371,8,693,5222
Wright,1157,3207,1804,43,6211,190,341,596,9,1136,7347
Totals,"503,871","700,626","580,780","14,785","1,800,062","89,104","76,400","164,230","4,859","334,593","2,134,655"
