County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Iowa,1988,4469,57,3011,4,9529,558,746,32,1658,10,3004,12533
Jackson,3044,4550,39,3056,9,10698,920,734,14,2312,9,3989,14687
Jasper,5371,8321,94,5772,16,19574,1787,1604,54,3796,16,7257,26831
Jefferson,3010,3158,60,1942,16,8186,1066,647,29,1380,16,3138,11324
Johnson,40580,15427,463,24312,156,80938,13119,4730,306,13765,122,32042,112980
Jones,2421,4445,46,3692,5,10609,592,797,25,2204,6,3624,14233
Keokuk,992,2736,26,1173,5,4932,374,550,10,848,1,1783,6715
Kossuth,1697,4442,46,2196,9,8390,442,737,20,1406,4,2609,10999
Lee,5140,5693,93,4625,14,15565,2112,1398,68,3631,26,7235,22800
Linn,43718,35713,874,39469,204,119978,13837,7916,563,20115,191,42622,162600
Louisa,956,2419,27,1508,1,4911,575,550,17,1281,6,2429,7340
Lucas,792,2507,19,1153,5,4476,254,563,11,783,2,1613,6089
Lyon,513,5684,11,825,3,7036,233,995,9,592,3,1832,8868
Madison,1980,4675,77,2838,5,9575,516,951,27,1456,8,2958,12533
Mahaska,1613,6102,78,2316,11,10120,815,1521,52,2107,10,4505,14625
Marion,3669,9860,100,5456,22,19107,1135,1850,53,2982,16,6036,25143
Marshall,4798,6876,103,4970,19,16766,2470,1476,64,3829,23,7862,24628
Mills,1421,4955,103,1591,16,8086,618,1375,60,1454,9,3516,11602
Mitchell,1210,2580,25,1670,2,5487,342,516,22,918,10,1808,7295
Monona,1019,2435,31,1081,3,4569,237,403,14,502,5,1161,5730
Monroe,792,2179,17,1040,1,4029,266,404,11,616,4,1301,5330
Montgomery,783,2858,27,940,4,4612,388,897,21,1213,12,2531,7143
Muscatine,5085,7456,112,5818,42,18513,2980,2134,114,5267,50,10545,29058
O'Brien,829,5139,40,1304,9,7321,381,982,25,982,6,2376,9697
Osceola,270,2176,12,595,1,3054,132,486,5,519,4,1146,4200
Page,1057,4975,40,1548,7,7627,487,1118,35,1274,5,2919,10546
Palo Alto,1224,2210,22,1241,4,4701,405,435,8,832,4,1684,6385
Plymouth,2029,7854,48,3474,11,13416,860,1792,45,2185,18,4900,18316
Pocahontas,611,2068,29,977,3,3688,203,362,8,585,7,1165,4853
Polk,96855,75471,1891,70516,381,245114,33075,17244,1133,38688,361,90501,335615
Pottawattamie,11274,19904,398,11211,96,42883,5554,6160,363,9909,122,22108,64991
Poweshiek,2929,3649,42,3555,13,10188,1677,726,32,1938,5,4378,14566
Ringgold,427,1709,11,417,2,2566,116,311,2,274,2,705,3271
Sac,772,3224,11,1418,4,5429,245,626,9,928,6,1814,7243
Scott,27022,29994,564,30434,149,88163,12563,7410,463,21639,138,42213,130376
Shelby,1144,3732,41,1473,4,6394,399,772,19,1017,6,2213,8607
Sioux,1358,14159,48,2939,10,18514,645,2476,41,1906,12,5080,23594
Story,16111,14314,376,15313,93,46207,7192,4989,367,10982,98,23628,69835
Tama,1966,3844,33,2285,15,8143,779,612,19,1787,4,3201,11344
Taylor,424,1821,13,638,3,2899,152,395,18,501,2,1068,3967
Union,1081,3039,28,1863,3,6014,388,575,25,1358,4,2350,8364
Van Buren,536,2212,21,966,7,3742,174,416,10,622,4,1226,4968
Wapello,4289,5467,73,4141,16,13986,2281,1586,57,3480,30,7434,21420
Warren,8514,13260,204,8894,31,30903,2196,2684,133,4665,26,9704,40607
Washington,2578,5511,59,3131,14,11293,721,1209,56,2144,10,4140,15433
Wayne,483,1912,16,623,2,3036,172,297,8,404,1,882,3918
Webster,4395,7839,116,4571,20,16941,2003,1770,71,3997,33,7874,24815
Winnebago,1134,2716,22,1752,2,5626,462,555,20,1285,3,2325,7951
Winneshiek,3668,4356,39,3832,14,11909,963,563,25,1509,14,3074,14983
Woodbury,10524,18027,266,10765,66,39648,7233,5834,206,11169,80,24522,64170
Worth,926,1999,25,1145,3,4098,267,342,10,792,1,1412,5510
Wright,1082,3145,30,1559,5,5821,455,605,12,1037,7,2116,7937
Totals,"476,193","643,051","10,047","475,029","2,146","1,606,466","175,058","143,082","6,607","300,825","2,163","627,735","2,234,201"
